MissionID,MissionDate,TheaterOfOperations,Country,AirForce,AircraftSeries,Callsign,TakeoffBase,TakeoffLocation,TakeoffLatitude,TakeoffLongitude,TargetCountry,TargetCity,TargetType,TargetIndustry,TargetLatitude,TargetLongitude,AirborneAircraft,AttackingAircraft,BombingAircraft,AircraftReturned,AircraftFailed,AircraftDamaged,AircraftLost,HighExplosives,HighExplosivesType,HighExplosivesWeight_Pounds_,HighExplosivesWeight_Tons_,IncendiaryDevices,IncendiaryDevicesType,IncendiaryDevicesWeight_Pounds_,IncendiaryDevicesWeight_Tons_,FragmentationDevices,FragmentationDevicesType,FragmentationDevicesWeight_Pounds_,FragmentationDevicesWeight_Tons_,TotalWeight_Pounds_,TotalWeight_Tons_,TimeOverTarget,BombDamageAssessment,SourceID
92505,17-Apr-1945,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"ENEMY COMMUNICATIONS - PORTA MAGGIORE","",,44.68,11.82,50,47,39,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,152.75,2130,NaN,698534
92637,05-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,ROMANIA,"CAMPINO STEAUA ROMANO O/R & RR [PLOESTI]","",,44.93,26.05,30,30,30,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,34.6,NaN,NaN,698317
92654,06-May-1944,MTO,USA,12 AF,A36,NaN,"CASTEL VOLTURNO AIRFIELD",ITALY,41.036617,13.960642,ITALY,"MONTE FIASCONE","",,42.53,12.05,56,NaN,56,3,7,NaN,NaN,112,500 LB GP (GP-M43/M64),NaN,28,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,28,NaN,NaN,NaN
92676,06-May-1944,MTO,USA,12 AF,A36,NaN,"CASTEL VOLTURNO AIRFIELD",ITALY,41.036617,13.960642,ITALY,"VITERBO","",,42.42,12.12,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
92684,06-May-1944,MTO,USA,12 AF,A36,NaN,"CASTEL VOLTURNO AIRFIELD",ITALY,41.036617,13.960642,ITALY,"FABRICA DI ROMA","",,42.3,12.3,6,NaN,NaN,NaN,NaN,NaN,NaN,12,500 LB GP (GP-M43/M64),NaN,3,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,3,NaN,NaN,NaN
92690,06-May-1944,PTO,NEW ZEALAND,RNZAF,SBD DAUNTLESS,NaN,"""PIVA AIRSTRIP, BOUGAINVILLE""",SOLOMON ISLANDS,-6.216667,155.066667,BISMARK ARCHIPELAGO,"RATAVAL","",,-4.183333333,152.15,12,12,NaN,NaN,NaN,NaN,NaN,12,1000 LB GP (GP-M44/M65),12000,6,NaN,,NaN,0,NaN,,NaN,0,12000,6,NaN,NaN,NaN
93070,06-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,ROMANIA,"BUCHAREST INDUSTRIAL AREA","",,44.42,26.1,57,57,57,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,78.69,NaN,NaN,698275
93071,06-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,ROMANIA,"FILIASI RR BRIDGE","",,44.55,23.52,3,3,3,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,6,NaN,NaN,698558
93072,06-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"PITESTI RR BRIDGE","",,44.93,26.05,2,2,2,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,4,NaN,NaN,699039
93081,06-May-1944,PTO,NEW ZEALAND,RNZAF,TBF AVENGER,NaN,"ESPIRITU SANTO",NEW HEBRIDES,-15.25,166.833333,BISMARK ARCHIPELAGO,"RATAVAL","",,-4.183333333,152.15,9,9,NaN,NaN,NaN,NaN,NaN,NaN,100 LB GP (GP-M30),10800,5.4,NaN,,NaN,0,NaN,,NaN,0,10800,5.4,NaN,NaN,NaN
93405,07-May-1944,MTO,USA,12 AF,A36,NaN,"CASTEL VOLTURNO AIRFIELD",ITALY,41.036617,13.960642,ITALY,"SUTRI","",,42.23,12.22,56,NaN,56,6,3,NaN,NaN,112,500 LB GP (GP-M43/M64),NaN,28,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,28,NaN,NaN,NaN
93437,07-May-1944,MTO,USA,12 AF,A36,NaN,"CASTEL VOLTURNO AIRFIELD",ITALY,41.036617,13.960642,ITALY,"CIVITA CASTELLANA","",,42.27,12.4,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
94282,07-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,ROMANIA,"BUCHAREST INDUSTRIAL AREA","",,44.42,26.1,52,52,52,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,52.3,NaN,NaN,698276
94283,07-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,ROMANIA,"FILIASI RR BRIDGE","",,44.55,23.52,1,1,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,2,NaN,NaN,698559
94612,08-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"VETRALLO","",,42.32,12.07,64,NaN,64,1,8,NaN,NaN,128,500 LB GP (GP-M43/M64),NaN,32,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,32,NaN,NaN,NaN
94865,10-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"LATISANA RR BRIDGE","",,45.77,13.02,5,5,5,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,20,NaN,NaN,698716
95397,09-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"ORTE","",,42.47,12.4,68,NaN,68,3,7,NaN,NaN,136,500 LB GP (GP-M43/M64),NaN,34,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,34,NaN,NaN,NaN
95708,09-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MINING IN DANUBE","",,45.33,28.33,8,8,8,NaN,NaN,NaN,NaN,48,1000 LB MINES,NaN,24,NaN,,NaN,0,NaN,,NaN,0,NaN,24,NaN,NaN,698849
95723,09-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"CIVITA CASTELLANA","",,42.27,12.4,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
96400,19-Apr-1945,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MALALBERGE TOWN - ROADS AND SUPPLY DUMPS","",,44.72,11.53,71,69,62,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,246.5,2143,NaN,698742
96447,12-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"TAGLIAMENTO/CASARA RR BRIDGE BYPASS","",,45.63,13.08,3,3,3,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,11.5,NaN,NaN,699330
96553,09-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"GENOA PORT","",,44.4,8.95,23,23,23,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,42.5,NaN,NaN,698592
96554,09-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"LEGHORN BASIN","",,43.53,10.33,7,7,7,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,15.75,NaN,NaN,698724
96593,10-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"ORTE","",,42.47,12.4,22,NaN,22,2,3,NaN,NaN,44,500 LB GP (GP-M43/M64),NaN,11,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,11,NaN,NaN,NaN
96906,10-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"NARNI","",,42.5,12.52,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
97344,10-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,HUNGARY,"BUDAPEST RAKOS M/Y","",,47.5,19.03,34,34,34,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,66.25,NaN,NaN,698286
97805,11-May-1944,PTO,NEW ZEALAND,RNZAF,TBF AVENGER,NaN,"ESPIRITU SANTO",NEW HEBRIDES,-15.25,166.833333,SOLOMON ISLANDS,"MOTUPENA POINT","",,-6.583333333,155.0833333,9,9,NaN,NaN,NaN,NaN,NaN,36,500 LB GP (GP-M43/M64),18000,9,NaN,,NaN,0,NaN,,NaN,0,18000,9,NaN,NaN,NaN
98286,11-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PIOMBINO PORT","",,42.92,10.53,18,18,18,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,39.5,NaN,NaN,699030
98287,11-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PORTA SAN STEFANO","",,42.45,11.13,15,15,15,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,32.75,NaN,NaN,699069
98290,11-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"PORTA FERRRATA (ELBA) [PORTO FERRAIO]","",,42.82,10.37,21,21,21,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,46.75,NaN,NaN,699060
98631,12-May-1944,PTO,NEW ZEALAND,RNZAF,TBF AVENGER,NaN,"ESPIRITU SANTO",NEW HEBRIDES,-15.25,166.833333,,"MATUPI ISLAND","",,-4.25,152.2,6,6,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),12000,6,NaN,,NaN,0,NaN,,NaN,0,12000,6,NaN,NaN,NaN
98637,12-May-1944,MTO,USA,12 AF,A36,NaN,"SANTA MARIA AIRFIELD",ITALY,40.838125,14.349381,ITALY,"SAN GIOVANNI","",,38.22,15.22,4,NaN,NaN,NaN,NaN,NaN,NaN,8,500 LB GP (GP-M43/M64),NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2,NaN,NaN,NaN
99870,12-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PIOMBINO PORT","",,42.92,10.53,19,19,19,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,41.9,NaN,NaN,699031
99871,12-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PORTA SAN STEFANO","",,42.45,11.13,15,15,15,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,32.75,NaN,NaN,699070
99875,12-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"PORTA FERRRATA (ELBA) [PORTO FERRAIO]","",,42.82,10.37,18,18,18,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,40,NaN,NaN,699061
99949,20-Apr-1945,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"VERONA - PARONA RR BRIDGE","",,45.43,11,57,49,48,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,169.75,2142,NaN,699567
100201,13-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"PIGLIO","",,41.82,13.13,84,NaN,84,7,1,NaN,NaN,168,500 LB GP (GP-M43/M64),NaN,42,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,42,NaN,NaN,NaN
100232,13-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"PICO","",,41.45,13.58,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
100233,13-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"PICO","",,41.45,13.58,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
100444,19-Aug-1941,MTO,GREAT BRITAIN,RAF,,NaN,"KHARTOUM",SUDAN,15.58,32.52,ETHIOPIA,"WOLCHEFIT & DEBARECH","",,13.183,37.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,0,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,0,0,NaN,NaN,NaN
100928,17-Nov-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,YUGOSLAVIA,"NOVI PAZAR - SJENICA - PRIJEPALJE","",,43.13,20.48,13,13,13,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,34.25,NaN,NaN,698961
100929,17-Nov-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"VINCENZA A/D","",,45.55,11.57,35,35,35,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,104.625,NaN,NaN,699589
100930,17-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"UDINE MAIN (CAMPO FORMIDO) A/D","",,46.05,13.23,34,34,34,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,107,NaN,NaN,699511
101058,13-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"FURNOVO DI TARE RR BRIDGE","",,44.7,10.1,3,3,3,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,6,NaN,NaN,698573
101059,13-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"MILAN-LAMBRATE","",,45.45,9.15,3,3,3,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,5.75,NaN,NaN,698841
101060,13-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"ORVIETA [ORVIETO]","",,42.72,12.12,16,16,16,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,38.25,NaN,NaN,698979
101061,13-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"AREZZO","",,43.47,11.9,17,17,17,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,43.5,NaN,NaN,698054
101443,14-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"TERRACINA","",,41.27,13.25,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
101459,14-May-1944,MTO,USA,12 AF,A36,NaN,"SANTA MARIA AIRFIELD",ITALY,40.838125,14.349381,ITALY,"SAN GIOVANNI","",,38.22,15.22,3.5,NaN,NaN,NaN,NaN,NaN,NaN,7,500 LB GP (GP-M43/M64),NaN,1.75,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,1.75,NaN,NaN,NaN
101737,18-Nov-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,YUGOSLAVIA,"MT N OF SJENICA","",,42.89,18.96,1,1,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,2.75,NaN,NaN,698903
101738,18-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MT ON ROADS - SJENICA TO PRIBAJ","",,43.13,20.48,19,19,19,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,57,NaN,NaN,698910
101739,18-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"MT ON ROADS NOVI PUZAR TO SJENICA","",,43.13,20.48,16,16,16,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,36,NaN,NaN,698912
101740,18-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"SARAJEVO W M/Y","",,43.87,18.3,42,42,42,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,187.5,NaN,NaN,699226
101839,14-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PORTA MARGHERA O/R","",,45.43,12.33,5,5,5,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,14,NaN,NaN,699065
101842,14-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"LATISANA RR BRIDGE","",,45.77,13.02,14,14,14,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,31.25,NaN,NaN,698714
101843,14-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"TAGLIAMENTO CASARSA RR BRIDGE","",,45.63,13.08,13,13,13,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,26.75,NaN,NaN,699329
102211,15-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"ESPERIA","",,41.38,13.68,8,NaN,NaN,NaN,NaN,NaN,NaN,16,500 LB GP (GP-M43/M64),NaN,4,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,4,NaN,NaN,NaN
102504,19-Nov-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,YUGOSLAVIA,"NOVI PAZAR-SJENICA","",,43.13,20.48,15,15,15,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,33.25,NaN,NaN,698962
102505,19-Nov-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,YUGOSLAVIA,"SJENICA-PRIBEJ","",,42.89,18.96,15,15,15,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,47.5,NaN,NaN,699261
102511,19-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"PODGORICA BRIDGE & TROOP CONCENTRATIONS","",,42.43,19.28,65,65,65,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,251.625,NaN,NaN,699048
102512,19-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"VISEGRAD RIVER BRIDGE","",,43.78,19.3,42,42,42,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,183.5,NaN,NaN,699593
102674,16-May-1944,MTO,USA,12 AF,A36,NaN,"SANTA MARIA AIRFIELD",ITALY,40.838125,14.349381,ITALY,"SAN GIOVANNI","",,38.22,15.22,4,NaN,NaN,NaN,NaN,NaN,NaN,8,500 LB GP (GP-M43/M64),NaN,2,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,2,NaN,NaN,NaN
102921,16-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PIAMBINO SHIPPING","",,42.92,10.53,14,14,14,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,33.75,NaN,NaN,699022
102922,16-May-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,GREECE,"PORTA SAN STEFANO","",,42.45,11.13,5,5,5,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,10.75,NaN,NaN,699071
102923,16-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"PORTA FERRRATA (ELBA) SHIPPING [PORTO FERRAIO]","",,42.82,10.37,14,14,14,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,31.5,NaN,NaN,699062
103388,17-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"ROAD THROUGH FRASINONE","",,41.63,13.37,11,11,11,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,23.25,NaN,NaN,699169
103409,20-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"VISEGRAD RIVER PONTOON BRIDGE","",,43.78,19.3,27,27,27,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,116.5,NaN,NaN,699594
104137,18-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"FROSINONE ROADS","",,41.63,13.37,15,15,15,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,31,NaN,NaN,698569
104138,18-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"TERRACINA ROADS","",,41.27,13.25,11,11,11,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,19.75,NaN,NaN,699374
104139,18-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"TERRACINA ROADS","",,41.27,13.25,18,18,18,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,41.25,NaN,NaN,699375
104140,18-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"TERRACINA ROADS","",,41.27,13.25,3,3,3,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,6.25,NaN,NaN,699376
104141,18-May-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"VALMONTONE AND ROADS","",,41.77,12.95,7,7,7,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,15.25,NaN,NaN,699516
105496,22-Nov-1944,,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,,"SZOMBATHELY M/Y","",,47.23,16.62,47,47,47,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,125.375,NaN,NaN,699326
106086,21-May-1944,MTO,USA,12 AF,A36,NaN,"MARCIANISE AIRFIELD",ITALY,41.115481,14.176319,ITALY,"VITERBO","",,42.42,12.12,48,NaN,48,3,NaN,NaN,NaN,96,500 LB GP (GP-M43/M64),NaN,24,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,24,NaN,NaN,NaN
106202,23-Nov-1944,ETO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,CZECHOSLOVAKIA,"UZICE TOWN","",,49.87,14.98,33,33,33,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,93.75,NaN,NaN,699512
106221,23-Nov-1944,MTO,GREAT BRITAIN,RAF,LIB,NaN,"""TORTORELLA, FOGGIA""",ITALY,4248,1355,YUGOSLAVIA,"ROGATICA","",,43.8,19,40,40,40,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,0,NaN,,NaN,0,NaN,122.625,NaN,NaN,699174
106417,21-May-1944,MTO,USA,12 AF,A36,NaN,"SANTA MARIA AIRFIELD",ITALY,40.838125,14.349381,ITALY,"COSENZA","",,39.27,16.25,12,NaN,NaN,NaN,NaN,NaN,NaN,24,500 LB GP (GP-M43/M64),NaN,6,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,6,NaN,NaN,NaN
